"","ShipName","ShipAddress","ShipCity","ShipPostalCode","ShipCountry","CustomerID","CustomerName","Address","City","Country","Salesperson","OrderID","OrderDate","RequiredDate","ShipperName","ProductID","ProductName","UnitPrice","Quantity","Discount","ExtendedPrice","Freight","total_sales"
"1317","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Janet Leverling",10748,1997-11-20,1997-12-18,"Speedy Express",23,"Tunnbröd",9,44,0,396,232.55,396
"1318","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Janet Leverling",10748,1997-11-20,1997-12-18,"Speedy Express",40,"Boston Crab Meat",18.4,40,0,736,232.55,736
"1319","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Janet Leverling",10748,1997-11-20,1997-12-18,"Speedy Express",56,"Gnocchi di nonna Alice",38,28,0,1064,232.55,1064
"1320","Island Trading","Garden House Crowther Way","Cowes","PO31 7PJ","UK","ISLAT","Island Trading","Garden House Crowther Way","Cowes","UK","Margaret Peacock",10749,1997-11-20,1997-12-18,"United Package",56,"Gnocchi di nonna Alice",38,15,0,570,61.53,570
"1321","Island Trading","Garden House Crowther Way","Cowes","PO31 7PJ","UK","ISLAT","Island Trading","Garden House Crowther Way","Cowes","UK","Margaret Peacock",10749,1997-11-20,1997-12-18,"United Package",59,"Raclette Courdavault",55,6,0,330,61.53,330
"1322","Island Trading","Garden House Crowther Way","Cowes","PO31 7PJ","UK","ISLAT","Island Trading","Garden House Crowther Way","Cowes","UK","Margaret Peacock",10749,1997-11-20,1997-12-18,"United Package",76,"Lakkalikööri",18,10,0,180,61.53,180
"1323","Wartian Herkku","Torikatu 38","Oulu","90110","Finland","WARTH","Wartian Herkku","Torikatu 38","Oulu","Finland","Anne Dodsworth",10750,1997-11-21,1997-12-19,"Speedy Express",14,"Tofu",23.25,5,0.150000005960464,98.81,79.3,116.25
"1324","Wartian Herkku","Torikatu 38","Oulu","90110","Finland","WARTH","Wartian Herkku","Torikatu 38","Oulu","Finland","Anne Dodsworth",10750,1997-11-21,1997-12-19,"Speedy Express",45,"Rogede sild",9.5,40,0.150000005960464,323,79.3,380
"1325","Wartian Herkku","Torikatu 38","Oulu","90110","Finland","WARTH","Wartian Herkku","Torikatu 38","Oulu","Finland","Anne Dodsworth",10750,1997-11-21,1997-12-19,"Speedy Express",59,"Raclette Courdavault",55,25,0.150000005960464,1168.75,79.3,1375
"1326","Richter Supermarkt","Starenweg 5","Genève","1204","Switzerland","RICSU","Richter Supermarkt","Grenzacherweg 237","Genève","Switzerland","Janet Leverling",10751,1997-11-24,1997-12-22,"Federal Shipping",26,"Gumbär Gummibärchen",31.23,12,0.100000001490116,337.28,130.79,374.76
"1327","Richter Supermarkt","Starenweg 5","Genève","1204","Switzerland","RICSU","Richter Supermarkt","Grenzacherweg 237","Genève","Switzerland","Janet Leverling",10751,1997-11-24,1997-12-22,"Federal Shipping",30,"Nord-Ost Matjeshering",25.89,30,0,776.7,130.79,776.7
"1328","Richter Supermarkt","Starenweg 5","Genève","1204","Switzerland","RICSU","Richter Supermarkt","Grenzacherweg 237","Genève","Switzerland","Janet Leverling",10751,1997-11-24,1997-12-22,"Federal Shipping",50,"Valkoinen suklaa",16.25,20,0.100000001490116,292.5,130.79,325
"1329","Richter Supermarkt","Starenweg 5","Genève","1204","Switzerland","RICSU","Richter Supermarkt","Grenzacherweg 237","Genève","Switzerland","Janet Leverling",10751,1997-11-24,1997-12-22,"Federal Shipping",73,"Röd Kaviar",15,15,0,225,130.79,225
"1330","North/South","South House 300 Queensbridge","London","SW7 1RZ","UK","NORTS","North/South","South House 300 Queensbridge","London","UK","Andrew Fuller",10752,1997-11-24,1997-12-22,"Federal Shipping",1,"Chai",18,8,0,144,1.39,144
"1331","North/South","South House 300 Queensbridge","London","SW7 1RZ","UK","NORTS","North/South","South House 300 Queensbridge","London","UK","Andrew Fuller",10752,1997-11-24,1997-12-22,"Federal Shipping",69,"Gudbrandsdalsost",36,3,0,108,1.39,108
"1332","Franchi S.p.A.","Via Monte Bianco 34","Torino","10100","Italy","FRANS","Franchi S.p.A.","Via Monte Bianco 34","Torino","Italy","Janet Leverling",10753,1997-11-25,1997-12-23,"Speedy Express",45,"Rogede sild",9.5,4,0,38,7.7,38
"1333","Franchi S.p.A.","Via Monte Bianco 34","Torino","10100","Italy","FRANS","Franchi S.p.A.","Via Monte Bianco 34","Torino","Italy","Janet Leverling",10753,1997-11-25,1997-12-23,"Speedy Express",74,"Longlife Tofu",10,5,0,50,7.7,50
"1334","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","24100","Italy","MAGAA","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","Italy","Michael Suyama",10754,1997-11-25,1997-12-23,"Federal Shipping",40,"Boston Crab Meat",18.4,3,0,55.2,2.38,55.2
"1335","Bon app'","12, rue des Bouchers","Marseille","13008","France","BONAP","Bon app'","12, rue des Bouchers","Marseille","France","Margaret Peacock",10755,1997-11-26,1997-12-24,"United Package",47,"Zaanse koeken",9.5,30,0.25,213.75,16.71,285
"1336","Bon app'","12, rue des Bouchers","Marseille","13008","France","BONAP","Bon app'","12, rue des Bouchers","Marseille","France","Margaret Peacock",10755,1997-11-26,1997-12-24,"United Package",56,"Gnocchi di nonna Alice",38,30,0.25,855,16.71,1140
"1337","Bon app'","12, rue des Bouchers","Marseille","13008","France","BONAP","Bon app'","12, rue des Bouchers","Marseille","France","Margaret Peacock",10755,1997-11-26,1997-12-24,"United Package",57,"Ravioli Angelo",19.5,14,0.25,204.75,16.71,273
"1338","Bon app'","12, rue des Bouchers","Marseille","13008","France","BONAP","Bon app'","12, rue des Bouchers","Marseille","France","Margaret Peacock",10755,1997-11-26,1997-12-24,"United Package",69,"Gudbrandsdalsost",36,25,0.25,675,16.71,900
"1339","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","SPLIR","Split Rail Beer & Ale","P.O. Box 555","Lander","USA","Laura Callahan",10756,1997-11-27,1997-12-25,"United Package",18,"Carnarvon Tigers",62.5,21,0.200000002980232,1050,73.21,1312.5
"1340","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","SPLIR","Split Rail Beer & Ale","P.O. Box 555","Lander","USA","Laura Callahan",10756,1997-11-27,1997-12-25,"United Package",36,"Inlagd Sill",19,20,0.200000002980232,304,73.21,380
"1341","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","SPLIR","Split Rail Beer & Ale","P.O. Box 555","Lander","USA","Laura Callahan",10756,1997-11-27,1997-12-25,"United Package",68,"Scottish Longbreads",12.5,6,0.200000002980232,60,73.21,75
"1342","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","SPLIR","Split Rail Beer & Ale","P.O. Box 555","Lander","USA","Laura Callahan",10756,1997-11-27,1997-12-25,"United Package",69,"Gudbrandsdalsost",36,20,0.200000002980232,576,73.21,720
"1343","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Michael Suyama",10757,1997-11-27,1997-12-25,"Speedy Express",34,"Sasquatch Ale",14,30,0,420,8.19,420
"1344","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Michael Suyama",10757,1997-11-27,1997-12-25,"Speedy Express",59,"Raclette Courdavault",55,7,0,385,8.19,385
"1345","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Michael Suyama",10757,1997-11-27,1997-12-25,"Speedy Express",62,"Tarte au sucre",49.3,30,0,1479,8.19,1479
"1346","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Michael Suyama",10757,1997-11-27,1997-12-25,"Speedy Express",64,"Wimmers gute Semmelknödel",33.25,24,0,798,8.19,798
"1347","Richter Supermarkt","Starenweg 5","Genève","1204","Switzerland","RICSU","Richter Supermarkt","Grenzacherweg 237","Genève","Switzerland","Janet Leverling",10758,1997-11-28,1997-12-26,"Federal Shipping",26,"Gumbär Gummibärchen",31.23,20,0,624.6,138.17,624.6
"1348","Richter Supermarkt","Starenweg 5","Genève","1204","Switzerland","RICSU","Richter Supermarkt","Grenzacherweg 237","Genève","Switzerland","Janet Leverling",10758,1997-11-28,1997-12-26,"Federal Shipping",52,"Filo Mix",7,60,0,420,138.17,420
"1349","Richter Supermarkt","Starenweg 5","Genève","1204","Switzerland","RICSU","Richter Supermarkt","Grenzacherweg 237","Genève","Switzerland","Janet Leverling",10758,1997-11-28,1997-12-26,"Federal Shipping",70,"Outback Lager",15,40,0,600,138.17,600
"1350","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","05021","Mexico","ANATR","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","Mexico","Janet Leverling",10759,1997-11-28,1997-12-26,"Federal Shipping",32,"Mascarpone Fabioli",32,10,0,320,11.99,320
"1351","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","B-1180","Belgium","MAISD","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","Belgium","Margaret Peacock",10760,1997-12-01,1997-12-29,"Speedy Express",25,"NuNuCa Nuß-Nougat-Creme",14,12,0.25,126,155.64,168
"1352","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","B-1180","Belgium","MAISD","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","Belgium","Margaret Peacock",10760,1997-12-01,1997-12-29,"Speedy Express",27,"Schoggi Schokolade",43.9,40,0,1756,155.64,1756
"1353","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","B-1180","Belgium","MAISD","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","Belgium","Margaret Peacock",10760,1997-12-01,1997-12-29,"Speedy Express",43,"Ipoh Coffee",46,30,0.25,1035,155.64,1380
"1354","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","RATTC","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","USA","Steven Buchanan",10761,1997-12-02,1997-12-30,"United Package",25,"NuNuCa Nuß-Nougat-Creme",14,35,0.25,367.5,18.66,490
"1355","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","RATTC","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","USA","Steven Buchanan",10761,1997-12-02,1997-12-30,"United Package",75,"Rhönbräu Klosterbier",7.75,18,0,139.5,18.66,139.5
"1356","Folk och fä HB","Åkergatan 24","Bräcke","S-844 67","Sweden","FOLKO","Folk och fä HB","Åkergatan 24","Bräcke","Sweden","Janet Leverling",10762,1997-12-02,1997-12-30,"Speedy Express",39,"Chartreuse verte",18,16,0,288,328.74,288
"1357","Folk och fä HB","Åkergatan 24","Bräcke","S-844 67","Sweden","FOLKO","Folk och fä HB","Åkergatan 24","Bräcke","Sweden","Janet Leverling",10762,1997-12-02,1997-12-30,"Speedy Express",47,"Zaanse koeken",9.5,30,0,285,328.74,285
"1358","Folk och fä HB","Åkergatan 24","Bräcke","S-844 67","Sweden","FOLKO","Folk och fä HB","Åkergatan 24","Bräcke","Sweden","Janet Leverling",10762,1997-12-02,1997-12-30,"Speedy Express",51,"Manjimup Dried Apples",53,28,0,1484,328.74,1484
"1359","Folk och fä HB","Åkergatan 24","Bräcke","S-844 67","Sweden","FOLKO","Folk och fä HB","Åkergatan 24","Bräcke","Sweden","Janet Leverling",10762,1997-12-02,1997-12-30,"Speedy Express",56,"Gnocchi di nonna Alice",38,60,0,2280,328.74,2280
"1360","Folies gourmandes","184, chaussée de Tournai","Lille","59000","France","FOLIG","Folies gourmandes","184, chaussée de Tournai","Lille","France","Janet Leverling",10763,1997-12-03,1997-12-31,"Federal Shipping",21,"Sir Rodney's Scones",10,40,0,400,37.35,400
"1361","Folies gourmandes","184, chaussée de Tournai","Lille","59000","France","FOLIG","Folies gourmandes","184, chaussée de Tournai","Lille","France","Janet Leverling",10763,1997-12-03,1997-12-31,"Federal Shipping",22,"Gustaf's Knäckebröd",21,6,0,126,37.35,126
"1362","Folies gourmandes","184, chaussée de Tournai","Lille","59000","France","FOLIG","Folies gourmandes","184, chaussée de Tournai","Lille","France","Janet Leverling",10763,1997-12-03,1997-12-31,"Federal Shipping",24,"Guaraná Fantástica",4.5,20,0,90,37.35,90
"1363","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Michael Suyama",10764,1997-12-03,1997-12-31,"Federal Shipping",3,"Aniseed Syrup",10,20,0.100000001490116,180,145.45,200
"1364","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Michael Suyama",10764,1997-12-03,1997-12-31,"Federal Shipping",39,"Chartreuse verte",18,130,0.100000001490116,2106,145.45,2340
"1365","QUICK-Stop","Taucherstraße 10","Cunewalde","01307","Germany","QUICK","QUICK-Stop","Taucherstraße 10","Cunewalde","Germany","Janet Leverling",10765,1997-12-04,1998-01-01,"Federal Shipping",65,"Louisiana Fiery Hot Pepper Sauce",21.05,80,0.100000001490116,1515.6,42.74,1684
"1366","Ottilies Käseladen","Mehrheimerstr. 369","Köln","50739","Germany","OTTIK","Ottilies Käseladen","Mehrheimerstr. 369","Köln","Germany","Margaret Peacock",10766,1997-12-05,1998-01-02,"Speedy Express",2,"Chang",19,40,0,760,157.55,760
"1367","Ottilies Käseladen","Mehrheimerstr. 369","Köln","50739","Germany","OTTIK","Ottilies Käseladen","Mehrheimerstr. 369","Köln","Germany","Margaret Peacock",10766,1997-12-05,1998-01-02,"Speedy Express",7,"Uncle Bob's Organic Dried Pears",30,35,0,1050,157.55,1050
"1368","Ottilies Käseladen","Mehrheimerstr. 369","Köln","50739","Germany","OTTIK","Ottilies Käseladen","Mehrheimerstr. 369","Köln","Germany","Margaret Peacock",10766,1997-12-05,1998-01-02,"Speedy Express",68,"Scottish Longbreads",12.5,40,0,500,157.55,500
"1369","Suprêmes délices","Boulevard Tirou, 255","Charleroi","B-6000","Belgium","SUPRD","Suprêmes délices","Boulevard Tirou, 255","Charleroi","Belgium","Margaret Peacock",10767,1997-12-05,1998-01-02,"Federal Shipping",42,"Singaporean Hokkien Fried Mee",14,2,0,28,1.59,28
"1370","Around the Horn","Brook Farm Stratford St. Mary","Colchester","CO7 6JX","UK","AROUT","Around the Horn","120 Hanover Sq.","London","UK","Janet Leverling",10768,1997-12-08,1998-01-05,"United Package",22,"Gustaf's Knäckebröd",21,4,0,84,146.32,84
"1371","Around the Horn","Brook Farm Stratford St. Mary","Colchester","CO7 6JX","UK","AROUT","Around the Horn","120 Hanover Sq.","London","UK","Janet Leverling",10768,1997-12-08,1998-01-05,"United Package",31,"Gorgonzola Telino",12.5,50,0,625,146.32,625
"1372","Around the Horn","Brook Farm Stratford St. Mary","Colchester","CO7 6JX","UK","AROUT","Around the Horn","120 Hanover Sq.","London","UK","Janet Leverling",10768,1997-12-08,1998-01-05,"United Package",60,"Camembert Pierrot",34,15,0,510,146.32,510
"1373","Around the Horn","Brook Farm Stratford St. Mary","Colchester","CO7 6JX","UK","AROUT","Around the Horn","120 Hanover Sq.","London","UK","Janet Leverling",10768,1997-12-08,1998-01-05,"United Package",71,"Flotemysost",21.5,12,0,258,146.32,258
"1374","Vaffeljernet","Smagsloget 45","Århus","8200","Denmark","VAFFE","Vaffeljernet","Smagsloget 45","Århus","Denmark","Janet Leverling",10769,1997-12-08,1998-01-05,"Speedy Express",41,"Jack's New England Clam Chowder",9.65,30,0.0500000007450581,275.02,65.06,289.5
"1375","Vaffeljernet","Smagsloget 45","Århus","8200","Denmark","VAFFE","Vaffeljernet","Smagsloget 45","Århus","Denmark","Janet Leverling",10769,1997-12-08,1998-01-05,"Speedy Express",52,"Filo Mix",7,15,0.0500000007450581,99.75,65.06,105
"1376","Vaffeljernet","Smagsloget 45","Århus","8200","Denmark","VAFFE","Vaffeljernet","Smagsloget 45","Århus","Denmark","Janet Leverling",10769,1997-12-08,1998-01-05,"Speedy Express",61,"Sirop d'érable",28.5,20,0,570,65.06,570
"1377","Vaffeljernet","Smagsloget 45","Århus","8200","Denmark","VAFFE","Vaffeljernet","Smagsloget 45","Århus","Denmark","Janet Leverling",10769,1997-12-08,1998-01-05,"Speedy Express",62,"Tarte au sucre",49.3,15,0,739.5,65.06,739.5
"1378","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","05454-876","Brazil","HANAR","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","Brazil","Laura Callahan",10770,1997-12-09,1998-01-06,"Federal Shipping",11,"Queso Cabrales",21,15,0.25,236.25,5.32,315
"1379","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Anne Dodsworth",10771,1997-12-10,1998-01-07,"United Package",71,"Flotemysost",21.5,16,0,344,11.19,344
"1380","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","60528","Germany","LEHMS","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","Germany","Janet Leverling",10772,1997-12-10,1998-01-07,"United Package",29,"Thüringer Rostbratwurst",123.79,18,0,2228.22,91.28,2228.22
"1381","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","60528","Germany","LEHMS","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","Germany","Janet Leverling",10772,1997-12-10,1998-01-07,"United Package",59,"Raclette Courdavault",55,25,0,1375,91.28,1375
"1382","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Nancy Davolio",10773,1997-12-11,1998-01-08,"Federal Shipping",17,"Alice Mutton",39,33,0,1287,96.43,1287
"1383","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Nancy Davolio",10773,1997-12-11,1998-01-08,"Federal Shipping",31,"Gorgonzola Telino",12.5,70,0.200000002980232,700,96.43,875
"1384","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Nancy Davolio",10773,1997-12-11,1998-01-08,"Federal Shipping",75,"Rhönbräu Klosterbier",7.75,7,0.200000002980232,43.4,96.43,54.25
"1385","Folk och fä HB","Åkergatan 24","Bräcke","S-844 67","Sweden","FOLKO","Folk och fä HB","Åkergatan 24","Bräcke","Sweden","Margaret Peacock",10774,1997-12-11,1997-12-25,"Speedy Express",31,"Gorgonzola Telino",12.5,2,0.25,18.75,48.2,25
"1386","Folk och fä HB","Åkergatan 24","Bräcke","S-844 67","Sweden","FOLKO","Folk och fä HB","Åkergatan 24","Bräcke","Sweden","Margaret Peacock",10774,1997-12-11,1997-12-25,"Speedy Express",66,"Louisiana Hot Spiced Okra",17,50,0,850,48.2,850
"1387","The Cracker Box","55 Grizzly Peak Rd.","Butte","59801","USA","THECR","The Cracker Box","55 Grizzly Peak Rd.","Butte","USA","Robert King",10775,1997-12-12,1998-01-09,"Speedy Express",10,"Ikura",31,6,0,186,20.25,186
"1388","The Cracker Box","55 Grizzly Peak Rd.","Butte","59801","USA","THECR","The Cracker Box","55 Grizzly Peak Rd.","Butte","USA","Robert King",10775,1997-12-12,1998-01-09,"Speedy Express",67,"Laughing Lumberjack Lager",14,3,0,42,20.25,42
"1389","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Nancy Davolio",10776,1997-12-15,1998-01-12,"Federal Shipping",31,"Gorgonzola Telino",12.5,16,0.0500000007450581,190,351.53,200
"1390","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Nancy Davolio",10776,1997-12-15,1998-01-12,"Federal Shipping",42,"Singaporean Hokkien Fried Mee",14,12,0.0500000007450581,159.6,351.53,168
"1391","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Nancy Davolio",10776,1997-12-15,1998-01-12,"Federal Shipping",45,"Rogede sild",9.5,27,0.0500000007450581,243.67,351.53,256.5
"1392","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Nancy Davolio",10776,1997-12-15,1998-01-12,"Federal Shipping",51,"Manjimup Dried Apples",53,120,0.0500000007450581,6042,351.53,6360
"1393","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","04876-786","Brazil","GOURL","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","Brazil","Robert King",10777,1997-12-15,1997-12-29,"United Package",42,"Singaporean Hokkien Fried Mee",14,20,0.200000002980232,224,3.01,280
"1394","Berglunds snabbköp","Berguvsvägen  8","Luleå","S-958 22","Sweden","BERGS","Berglunds snabbköp","Berguvsvägen  8","Luleå","Sweden","Janet Leverling",10778,1997-12-16,1998-01-13,"Speedy Express",41,"Jack's New England Clam Chowder",9.65,10,0,96.5,6.79,96.5
"1395","Morgenstern Gesundkost","Heerstr. 22","Leipzig","04179","Germany","MORGK","Morgenstern Gesundkost","Heerstr. 22","Leipzig","Germany","Janet Leverling",10779,1997-12-16,1998-01-13,"United Package",16,"Pavlova",17.45,20,0,349,58.13,349
"1396","Morgenstern Gesundkost","Heerstr. 22","Leipzig","04179","Germany","MORGK","Morgenstern Gesundkost","Heerstr. 22","Leipzig","Germany","Janet Leverling",10779,1997-12-16,1998-01-13,"United Package",62,"Tarte au sucre",49.3,20,0,986,58.13,986
"1397","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","3508","Venezuela","LILAS","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Venezuela","Andrew Fuller",10780,1997-12-16,1997-12-30,"Speedy Express",70,"Outback Lager",15,35,0,525,42.13,525
"1398","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","3508","Venezuela","LILAS","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Venezuela","Andrew Fuller",10780,1997-12-16,1997-12-30,"Speedy Express",77,"Original Frankfurter grüne Soße",13,15,0,195,42.13,195
"1399","Wartian Herkku","Torikatu 38","Oulu","90110","Finland","WARTH","Wartian Herkku","Torikatu 38","Oulu","Finland","Andrew Fuller",10781,1997-12-17,1998-01-14,"Federal Shipping",54,"Tourtière",7.45,3,0.200000002980232,17.88,73.16,22.35
"1400","Wartian Herkku","Torikatu 38","Oulu","90110","Finland","WARTH","Wartian Herkku","Torikatu 38","Oulu","Finland","Andrew Fuller",10781,1997-12-17,1998-01-14,"Federal Shipping",56,"Gnocchi di nonna Alice",38,20,0.200000002980232,608,73.16,760
"1401","Wartian Herkku","Torikatu 38","Oulu","90110","Finland","WARTH","Wartian Herkku","Torikatu 38","Oulu","Finland","Andrew Fuller",10781,1997-12-17,1998-01-14,"Federal Shipping",74,"Longlife Tofu",10,35,0,350,73.16,350
"1402","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","1010","Argentina","CACTU","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","Argentina","Anne Dodsworth",10782,1997-12-17,1998-01-14,"Federal Shipping",31,"Gorgonzola Telino",12.5,1,0,12.5,1.1,12.5
"1403","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","05454-876","Brazil","HANAR","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","Brazil","Margaret Peacock",10783,1997-12-18,1998-01-15,"United Package",31,"Gorgonzola Telino",12.5,10,0,125,124.98,125
"1404","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","05454-876","Brazil","HANAR","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","Brazil","Margaret Peacock",10783,1997-12-18,1998-01-15,"United Package",38,"Côte de Blaye",263.5,5,0,1317.5,124.98,1317.5
"1405","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","24100","Italy","MAGAA","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","Italy","Margaret Peacock",10784,1997-12-18,1998-01-15,"Federal Shipping",36,"Inlagd Sill",19,30,0,570,70.09,570
"1406","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","24100","Italy","MAGAA","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","Italy","Margaret Peacock",10784,1997-12-18,1998-01-15,"Federal Shipping",39,"Chartreuse verte",18,2,0.150000005960464,30.6,70.09,36
"1407","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","24100","Italy","MAGAA","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","Italy","Margaret Peacock",10784,1997-12-18,1998-01-15,"Federal Shipping",72,"Mozzarella di Giovanni",34.8,30,0.150000005960464,887.4,70.09,1044
"1408","GROSELLA-Restaurante","5ª Ave. Los Palos Grandes","Caracas","1081","Venezuela","GROSR","GROSELLA-Restaurante","5ª Ave. Los Palos Grandes","Caracas","Venezuela","Nancy Davolio",10785,1997-12-18,1998-01-15,"Federal Shipping",10,"Ikura",31,10,0,310,1.51,310
"1409","GROSELLA-Restaurante","5ª Ave. Los Palos Grandes","Caracas","1081","Venezuela","GROSR","GROSELLA-Restaurante","5ª Ave. Los Palos Grandes","Caracas","Venezuela","Nancy Davolio",10785,1997-12-18,1998-01-15,"Federal Shipping",75,"Rhönbräu Klosterbier",7.75,10,0,77.5,1.51,77.5
"1410","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Laura Callahan",10786,1997-12-19,1998-01-16,"Speedy Express",8,"Northwoods Cranberry Sauce",40,30,0.200000002980232,960,110.87,1200
"1411","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Laura Callahan",10786,1997-12-19,1998-01-16,"Speedy Express",30,"Nord-Ost Matjeshering",25.89,15,0.200000002980232,310.68,110.87,388.35
"1412","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Laura Callahan",10786,1997-12-19,1998-01-16,"Speedy Express",75,"Rhönbräu Klosterbier",7.75,42,0.200000002980232,260.4,110.87,325.5
"1413","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","31000","France","LAMAI","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","France","Andrew Fuller",10787,1997-12-19,1998-01-02,"Speedy Express",2,"Chang",19,15,0.0500000007450581,270.75,249.93,285
"1414","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","31000","France","LAMAI","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","France","Andrew Fuller",10787,1997-12-19,1998-01-02,"Speedy Express",29,"Thüringer Rostbratwurst",123.79,20,0.0500000007450581,2352.01,249.93,2475.8
